gene,importance,n_cancers_sig,mean_log2FC,min_padj,evidence_score
GENE_0293,0.0008003558922847116,0.0,0.0,0.0,0.17689635929958358
GENE_0248,0.0007999933314347862,0.0,0.0,0.0,0.17681622533043984
GENE_1344,0.000798480226349287,0.0,0.0,0.0,0.17648179563054917
GENE_1137,0.0007983887601588826,0.0,0.0,0.0,0.17646157957886827
GENE_0172,0.0007979013098276107,0.0,0.0,0.0,0.17635384227128723
GENE_1811,0.000797540198705301,0.0,0.0,0.0,0.17627402872402037
GENE_0283,0.0007972247481370393,0.0,0.0,0.0,0.176204307169394
GENE_1185,0.0007966359539736292,0.0,0.0,0.0,0.17607417063277556
GENE_0869,0.0007962479880795863,0.0,0.0,0.0,0.17598842158681965
GENE_0015,0.000796159008682456,0.0,0.0,0.0,0.17596875517147023
GENE_0379,0.0007954882655394362,0.0,0.0,0.0,0.17582050609731564
GENE_1976,0.0007951582029893806,0.0,0.0,0.0,0.1757475549714368
GENE_1830,0.0007944721854113561,0.0,0.0,0.0,0.175595929909214
GENE_1359,0.0007938581732021873,0.0,0.0,0.0,0.17546021962655786
GENE_0030,0.000792097347133839,0.0,0.0,0.0,0.17507103810886895
GENE_1758,0.0007894102368944159,0.0,0.0,0.0,0.17447712729622578
GENE_0443,0.0007890594062775031,0.0,0.0,0.0,0.17439958596809793
GENE_0556,0.0007887363709192212,0.0,0.0,0.0,0.1743281880070709
GENE_1318,0.0007886555967891719,0.0,0.0,0.0,0.17431033513728
GENE_1829,0.0007873550168726556,0.0,0.0,0.0,0.17402287820164963
GENE_0166,0.0007870902485867232,0.0,0.0,0.0,0.17396435855271478
GENE_1197,0.0007862385516522308,0.0,0.0,0.0,0.1737761146872161
GENE_0849,0.0007860808436070468,0.0,0.0,0.0,0.17374125772009158
GENE_0970,0.0007858953357024168,0.0,0.0,0.0,0.17370025636898428
GENE_1288,0.0007855473823820464,0.0,0.0,0.0,0.17362335098704973
GENE_1184,0.0007847018445619341,0.0,0.0,0.0,0.17343646842209354
GENE_1582,0.0007846813778141036,0.0,0.0,0.0,0.17343194481801588
GENE_0544,0.0007842857848384179,0.0,0.0,0.0,0.17334451001827508
GENE_1269,0.0007841851011457962,0.0,0.0,0.0,0.17332225669467577
GENE_0012,0.000783762189028708,0.0,0.0,0.0,0.17322878376027526
GENE_0553,0.0007834382181824284,0.0,0.0,0.0,0.17315717903570396
GENE_1404,0.0007831540371878641,0.0,0.0,0.0,0.17309436874867395
GENE_1958,0.0007813544466246414,0.0,0.0,0.0,0.17269661941999065
GENE_1891,0.0007797730265420123,0.0,0.0,0.0,0.17234709059433065
GENE_0700,0.0007797575115463775,0.0,0.0,0.0,0.172343661437041
GENE_0577,0.0007797326950456445,0.0,0.0,0.0,0.17233817644133778
GENE_0654,0.0007782002829659462,0.0,0.0,0.0,0.17199947946858044
GENE_1929,0.0007779049155974132,0.0,0.0,0.0,0.17193419674541557
GENE_0165,0.0007771283449918529,0.0,0.0,0.0,0.17176255746070868
GENE_1086,0.0007761614754162463,0.0,0.0,0.0,0.17154885789343982
GENE_1406,0.0007759298997057378,0.0,0.0,0.0,0.17149767453802747
GENE_1851,0.0007759182861699993,0.0,0.0,0.0,0.17149510768969095
GENE_1677,0.0007742955931331115,0.0,0.0,0.0,0.17113645662801535
GENE_0367,0.0007725146883041383,0.0,0.0,0.0,0.17074283726000508
GENE_0389,0.0007724588060422333,0.0,0.0,0.0,0.17073048604378277
GENE_1813,0.0007722017553296828,0.0,0.0,0.0,0.1706736721493092
GENE_1616,0.0007715714931498403,0.0,0.0,0.0,0.1705343702636192
GENE_1233,0.0007712734268951834,0.0,0.0,0.0,0.17046849102691072
GENE_0188,0.0007706225495947467,0.0,0.0,0.0,0.17032463274347967
GENE_1326,0.0007706042958222418,0.0,0.0,0.0,0.17032059825590892
GENE_1599,0.0007693761223114787,0.0,0.0,0.0,0.17004914473787208
GENE_0371,0.0007691120124764854,0.0,0.0,0.0,0.1699907706211624
GENE_1918,0.0007687457733070276,0.0,0.0,0.0,0.1699098236620227
GENE_0771,0.0007678645447342588,0.0,0.0,0.0,0.16971505265110584
GENE_0093,0.0007676329543924634,0.0,0.0,0.0,0.16966386606185538
GENE_1576,0.0007648621436529074,0.0,0.0,0.0,0.16905145558688972
GENE_1356,0.0007642909858053058,0.0,0.0,0.0,0.1689252170662515
GENE_0040,0.0007637171186098338,0.0,0.0,0.0,0.1687983797197922
GENE_0858,0.0007634793275597681,0.0,0.0,0.0,0.1687458226368293
GENE_0456,0.0007608076236218382,0.0,0.0,0.0,0.1681553169576657
GENE_0855,0.0007600305129601925,0.0,0.0,0.0,0.16798355830861575
GENE_1012,0.0007591247539021684,0.0,0.0,0.0,0.16778336551774403
GENE_1351,0.0007580172618571319,0.0,0.0,0.0,0.16753858527359422
GENE_1167,0.0007576602460361668,0.0,0.0,0.0,0.1674596768785291
GENE_1754,0.0007568463523635735,0.0,0.0,0.0,0.16727978837027097
GENE_0751,0.0007562305921262527,0.0,0.0,0.0,0.1671436917347198
GENE_1577,0.0007561440894533985,0.0,0.0,0.0,0.16712457273023054
GENE_1509,0.0007557871969668233,0.0,0.0,0.0,0.1670456915947943
GENE_1002,0.0007551682079947282,0.0,0.0,0.0,0.16690888133742535
GENE_1452,0.0007537275234431592,0.0,0.0,0.0,0.16659045817776794
GENE_0600,0.0007534582753823876,0.0,0.0,0.0,0.16653094839948293
GENE_0295,0.0007531700391262799,0.0,0.0,0.0,0.16646724180993305
GENE_1440,0.0007530959715910287,0.0,0.0,0.0,0.16645087124596955
GENE_0285,0.000753028391398157,0.0,0.0,0.0,0.1664359345281981
GENE_0599,0.0007525849502639881,0.0,0.0,0.0,0.166337924226838
GENE_1016,0.0007523728322232816,0.0,0.0,0.0,0.16629104144693413
GENE_1154,0.0007522287404410716,0.0,0.0,0.0,0.16625919397517358
GENE_1248,0.0007506159741773505,0.0,0.0,0.0,0.16590273694998814
GENE_1023,0.0007496146420716288,0.0,0.0,0.0,0.16568142040111347
GENE_1448,0.0007494226562190281,0.0,0.0,0.0,0.1656389872801863
GENE_0730,0.0007485992611621047,0.0,0.0,0.0,0.1654569987557822
GENE_1305,0.0007482573596341368,0.0,0.0,0.0,0.16538143095385868
GENE_1473,0.0007476005972210288,0.0,0.0,0.0,0.16523627193032484
GENE_1114,0.0007475978312675506,0.0,0.0,0.0,0.16523566059341208
GENE_1195,0.0007464564900148568,0.0,0.0,0.0,0.1649833989254888
GENE_0810,0.0007464331683890511,0.0,0.0,0.0,0.1649782443302172
GENE_0268,0.000746401527634241,0.0,0.0,0.0,0.1649712510233829
GENE_0451,0.0007463549693303782,0.0,0.0,0.0,0.1649609606081715
GENE_0631,0.0007449034764061413,0.0,0.0,0.0,0.16464014855902964
GENE_1105,0.000744825831586656,0.0,0.0,0.0,0.16462298733610642
GENE_1780,0.0007444364579500258,0.0,0.0,0.0,0.16453692714789378
GENE_1017,0.0007435934664049191,0.0,0.0,0.0,0.1643506073660477
GENE_0401,0.0007432022177106259,0.0,0.0,0.0,0.16426413274860768
GENE_1088,0.000743057879003485,0.0,0.0,0.0,0.16423223070097442
GENE_1168,0.0007422090654523717,0.0,0.0,0.0,0.16404462412699458
GENE_1130,0.0007417072784175356,0.0,0.0,0.0,0.1639337180907401
GENE_0661,0.0007412614858560466,0.0,0.0,0.0,0.16383518807191919
GENE_0312,0.0007403798534583962,0.0,0.0,0.0,0.16364032780676924
GENE_1964,0.0007400859764614701,0.0,0.0,0.0,0.16357537448870255
GENE_0223,0.0007393145913422459,0.0,0.0,0.0,0.16340488131119985
GENE_1077,0.0007375095839569163,0.0,0.0,0.0,0.1630059347449889
GENE_0922,0.0007368679381472108,0.0,0.0,0.0,0.16286411682524732
GENE_1194,0.000736704995162587,0.0,0.0,0.0,0.16282810282068857
GENE_1612,0.0007366630773785702,0.0,0.0,0.0,0.16281883806303019
GENE_1209,0.0007358354466493617,0.0,0.0,0.0,0.16263591336134092
GENE_0108,0.000735441766452754,0.0,0.0,0.0,0.16254890132809474
GENE_1275,0.000735098868272222,0.0,0.0,0.0,0.1624731132439046
GENE_1553,0.0007326918972418595,0.0,0.0,0.0,0.16194111939427447
GENE_1561,0.0007317164924773371,0.0,0.0,0.0,0.16172553336142234
GENE_1064,0.0007315892765387519,0.0,0.0,0.0,0.16169741582446467
GENE_1909,0.0007306845198722145,0.0,0.0,0.0,0.1614974445842885
GENE_0935,0.0007304805600048552,0.0,0.0,0.0,0.16145236494118612
GENE_0851,0.0007295956412243944,0.0,0.0,0.0,0.161256778312727
GENE_0160,0.00072865381059509,0.0,0.0,0.0,0.1610486129065535
GENE_1733,0.0007284290664818427,0.0,0.0,0.0,0.1609989394852784
GENE_0911,0.0007283407848076173,0.0,0.0,0.0,0.16097942728212744
GENE_0903,0.0007261950525821752,0.0,0.0,0.0,0.16050517298804212
GENE_1942,0.0007255321398243061,0.0,0.0,0.0,0.1603586546022456
GENE_1627,0.0007248444620911724,0.0,0.0,0.0,0.16020666260901434
GENE_1354,0.0007246286849524161,0.0,0.0,0.0,0.16015897108748747
GENE_1171,0.000724322362634023,0.0,0.0,0.0,0.16009126707803578
GENE_0366,0.0007241003279640303,0.0,0.0,0.0,0.16004219250366378
GENE_0099,0.0007236241036768611,0.0,0.0,0.0,0.15993693640019488
GENE_0678,0.0007235314760964029,0.0,0.0,0.0,0.15991646365561746
GENE_0225,0.000722064645653667,0.0,0.0,0.0,0.15959226167555948
GENE_1361,0.0007217074057516159,0.0,0.0,0.0,0.1595133037536168
GENE_1239,0.0007214295771174839,0.0,0.0,0.0,0.1594518974787822
GENE_0606,0.0007212012441641144,0.0,0.0,0.0,0.15940143084444044
GENE_0421,0.0007209614384667162,0.0,0.0,0.0,0.15934842847984493
GENE_0164,0.0007208455311153646,0.0,0.0,0.0,0.15932281039085752
GENE_0019,0.0007202226730747706,0.0,0.0,0.0,0.15918514498375091
GENE_0097,0.000720195359434898,0.0,0.0,0.0,0.15917910806505106
GENE_1756,0.0007198083571045507,0.0,0.0,0.0,0.1590935719879898
GENE_1187,0.0007193550981304384,0.0,0.0,0.0,0.15899339172679194
GENE_1963,0.0007182300371531309,0.0,0.0,0.0,0.15874472835991446
GENE_0899,0.0007177447049617069,0.0,0.0,0.0,0.15863745920810163
GENE_0776,0.0007176858214727232,0.0,0.0,0.0,0.15862444465429565
GENE_1334,0.0007168704128245165,0.0,0.0,0.0,0.15844422130290955
GENE_0193,0.0007164568739324456,0.0,0.0,0.0,0.15835282005861145
GENE_1295,0.0007164093978449813,0.0,0.0,0.0,0.15834232679291907
GENE_0572,0.0007144079918770742,0.0,0.0,0.0,0.15789997179482868
GENE_1147,0.0007143984780164912,0.0,0.0,0.0,0.15789786902115482
GENE_1375,0.0007137808656812347,0.0,0.0,0.0,0.15776136303098398
GENE_0089,0.000713185723232574,0.0,0.0,0.0,0.15762982338287546
GENE_0788,0.0007130209446499874,0.0,0.0,0.0,0.1575934036705561
GENE_1814,0.0007125678046998788,0.0,0.0,0.0,0.15749324971629633
GENE_0971,0.000712536023874295,0.0,0.0,0.0,0.1574862254507221
GENE_1853,0.0007106329739260388,0.0,0.0,0.0,0.15706560930900695
GENE_1170,0.0007099646313622863,0.0,0.0,0.0,0.15691789081598098
GENE_0624,0.0007098591891080672,0.0,0.0,0.0,0.15689458574499004
GENE_1920,0.0007086251255633166,0.0,0.0,0.0,0.15662183039913066
GENE_0655,0.0007084481617765672,0.0,0.0,0.0,0.15658271748710537
GENE_0617,0.0007072643126280756,0.0,0.0,0.0,0.15632106063376447
GENE_1631,0.000705907712629924,0.0,0.0,0.0,0.15602122202070223
GENE_1447,0.0007050866698799135,0.0,0.0,0.0,0.1558397534081684
GENE_1489,0.0007050659442295291,0.0,0.0,0.0,0.15583517258089838
GENE_0895,0.0007047951825315369,0.0,0.0,0.0,0.15577532825529983
GENE_1951,0.0007042076796185134,0.0,0.0,0.0,0.1556454771135845
GENE_0117,0.0007041185750069063,0.0,0.0,0.0,0.15562578302306548
GENE_1348,0.0007040888863003709,0.0,0.0,0.0,0.15561922116208707
GENE_1095,0.0007039525063861662,0.0,0.0,0.0,0.15558907818377332
GENE_0524,0.000703618801548536,0.0,0.0,0.0,0.15551532203175836
GENE_0125,0.0007035138848900971,0.0,0.0,0.0,0.15549213312906315
GENE_1762,0.0007035045694227207,0.0,0.0,0.0,0.1554900742046772
GENE_0543,0.000703374307970494,0.0,0.0,0.0,0.1554612835418257
GENE_1618,0.0007028696581290668,0.0,0.0,0.0,0.15534974476197771
GENE_1578,0.0007026827499357402,0.0,0.0,0.0,0.15530843391608845
GENE_0127,0.0007024495515971659,0.0,0.0,0.0,0.1552568919239745
GENE_1674,0.0007008633037423578,0.0,0.0,0.0,0.15490629605385312
GENE_1691,0.0007007718191464879,0.0,0.0,0.0,0.15488607593415715
GENE_0448,0.000700117968048567,0.0,0.0,0.0,0.15474156037568967
GENE_1304,0.0006999964400666633,0.0,0.0,0.0,0.1547147000029992
GENE_1234,0.0006999746399439349,0.0,0.0,0.0,0.15470988169356947
GENE_1628,0.0006999209401792032,0.0,0.0,0.0,0.1546980128575081
GENE_0571,0.0006993901306012145,0.0,0.0,0.0,0.15458069219712098
GENE_0514,0.0006989685422773385,0.0,0.0,0.0,0.15448751185030804
GENE_0240,0.0006987560378404148,0.0,0.0,0.0,0.15444054366829152
GENE_0132,0.0006979937722697093,0.0,0.0,0.0,0.1542720661127727
GENE_0136,0.0006976452884458592,0.0,0.0,0.0,0.15419504347783225
GENE_0287,0.0006974206967276485,0.0,0.0,0.0,0.15414540373923183
GENE_0835,0.000697266836338285,0.0,0.0,0.0,0.1541113971891693
GENE_1609,0.0006969871679770334,0.0,0.0,0.0,0.15404958429393908
GENE_1029,0.0006968101221831998,0.0,0.0,0.0,0.1540104532565339
GENE_1118,0.0006967958800600376,0.0,0.0,0.0,0.15400730543222177
GENE_1436,0.0006958190290732996,0.0,0.0,0.0,0.15379139975226372
GENE_0716,0.000693768382203703,0.0,0.0,0.0,0.15333816142549236
GENE_1347,0.000693485636837796,0.0,0.0,0.0,0.15327566844415752
GENE_1868,0.0006930520262883746,0.0,0.0,0.0,0.15317983091951884
GENE_0943,0.0006927830319086457,0.0,0.0,0.0,0.15312037721035673
GENE_0714,0.0006926213217920649,0.0,0.0,0.0,0.1530846356969115
GENE_0238,0.0006919263713719467,0.0,0.0,0.0,0.15293103627895543
GENE_1855,0.000691131863829239,0.0,0.0,0.0,0.1527554325343015
GENE_1741,0.000690765280857102,0.0,0.0,0.0,0.15267440958716338
GENE_0242,0.0006906601144097902,0.0,0.0,0.0,0.15265116547560093
GENE_0541,0.0006900852535644186,0.0,0.0,0.0,0.15252410851053028
GENE_1148,0.0006895547904476621,0.0,0.0,0.0,0.1524068644257406
GENE_1997,0.0006893869074059601,0.0,0.0,0.0,0.15236975855927357
GENE_1722,0.0006886564746998926,0.0,0.0,0.0,0.15220831677111127
GENE_1010,0.0006886197892641118,0.0,0.0,0.0,0.1522002084781737
GENE_0583,0.0006883425454352911,0.0,0.0,0.0,0.15213893145825116
GENE_1755,0.0006875750778561925,0.0,0.0,0.0,0.151969304143788
GENE_0218,0.0006871707354415706,0.0,0.0,0.0,0.15187993552446938
GENE_1133,0.0006867498513806384,0.0,0.0,0.0,0.15178691083534815
GENE_0403,0.0006864851689715964,0.0,0.0,0.0,0.15172841016710603
GENE_0897,0.0006862327417620517,0.0,0.0,0.0,0.15167261816908734
GENE_1212,0.0006860345624815574,0.0,0.0,0.0,0.15162881616357204
GENE_0349,0.0006855898830783056,0.0,0.0,0.0,0.1515305321773491
GENE_1551,0.0006854915480557761,0.0,0.0,0.0,0.15150879796180225
GENE_0033,0.0006852247991115684,0.0,0.0,0.0,0.15144984054356841
GENE_0267,0.0006849390542751818,0.0,0.0,0.0,0.15138668461289717
GENE_1111,0.0006845831788534403,0.0,0.0,0.0,0.15130802827129072
GENE_0004,0.0006845684836695845,0.0,0.0,0.0,0.1513047803105418
GENE_0256,0.0006844637987366644,0.0,0.0,0.0,0.15128164262431296
GENE_0187,0.0006829456126322738,0.0,0.0,0.0,0.15094608990683464
GENE_0387,0.0006821084542007536,0.0,0.0,0.0,0.1507610593721432
GENE_0503,0.0006814484707923938,0.0,0.0,0.0,0.15061518843739727
GENE_0413,0.0006813311790646652,0.0,0.0,0.0,0.15058926437060255
GENE_1792,0.0006811671378793628,0.0,0.0,0.0,0.1505530076393972
GENE_1695,0.000680514130958004,0.0,0.0,0.0,0.15040867866262655
GENE_1650,0.0006796079395939279,0.0,0.0,0.0,0.150208390322553
GENE_0452,0.0006793509660304192,0.0,0.0,0.0,0.15015159347972457
GENE_1190,0.0006788239235187169,0.0,0.0,0.0,0.15003510542432946
GENE_0420,0.0006787557438892786,0.0,0.0,0.0,0.15002003621781484
GENE_1731,0.0006787312686663831,0.0,0.0,0.0,0.15001462665206416
GENE_0232,0.0006776824322721718,0.0,0.0,0.0,0.1497828106044466
GENE_0509,0.000677575705942946,0.0,0.0,0.0,0.14975922172447026
GENE_0410,0.0006761476283476315,0.0,0.0,0.0,0.14944358498106192
GENE_1445,0.0006752173148270135,0.0,0.0,0.0,0.14923796511071308
GENE_1270,0.0006751280357493205,0.0,0.0,0.0,0.14921823245932916
GENE_1006,0.0006745428215287685,0.0,0.0,0.0,0.14908888716928517
GENE_1126,0.0006742724460107877,0.0,0.0,0.0,0.149029128198013
GENE_0359,0.0006736946497607606,0.0,0.0,0.0,0.14890142244357046
GENE_0958,0.0006718835686509803,0.0,0.0,0.0,0.14850113344988064
GENE_1597,0.0006708972441195947,0.0,0.0,0.0,0.1482831339069624
GENE_1151,0.0006706798415588668,0.0,0.0,0.0,0.1482350831312189
GENE_0629,0.0006688615736902886,0.0,0.0,0.0,0.14783320570483457
GENE_0324,0.0006685286222697386,0.0,0.0,0.0,0.14775961607466295
GENE_0261,0.0006671773776710235,0.0,0.0,0.0,0.14746096112335924
GENE_1637,0.0006670098783871122,0.0,0.0,0.0,0.1474239400758542
GENE_0094,0.0006668430276852243,0.0,0.0,0.0,0.1473870623793256
GENE_1528,0.0006668056862656123,0.0,0.0,0.0,0.14737880909944834
GENE_1191,0.0006663143282884945,0.0,0.0,0.0,0.14727020811568245
GENE_0408,0.0006662599799767546,0.0,0.0,0.0,0.14725819593638378
GENE_0393,0.0006655340407168996,0.0,0.0,0.0,0.14709774729924763
GENE_0590,0.0006651731408507021,0.0,0.0,0.0,0.1470179804442554
GENE_0747,0.000664841829229795,0.0,0.0,0.0,0.14694475324608383
GENE_0796,0.0006636414704594572,0.0,0.0,0.0,0.1466794474010554
GENE_1763,0.0006631443076344816,0.0,0.0,0.0,0.14656956341748628
GENE_1552,0.0006629194795124961,0.0,0.0,0.0,0.14651987142842143
GENE_0673,0.0006625764017955747,0.0,0.0,0.0,0.14644404366271713
GENE_0719,0.0006622001958137132,0.0,0.0,0.0,0.14636089381753006
GENE_0913,0.0006620027488932516,0.0,0.0,0.0,0.14631725367978476
GENE_1905,0.0006613812179905396,0.0,0.0,0.0,0.14617988159951173
GENE_0991,0.0006605681871591923,0.0,0.0,0.0,0.14600018379825846
GENE_0254,0.0006598880129088006,0.0,0.0,0.0,0.14584985024072053
GENE_1080,0.0006593372805639451,0.0,0.0,0.0,0.1457281262080838
GENE_1163,0.0006581858072910728,0.0,0.0,0.0,0.14547362513953987
GENE_0239,0.0006579727957131675,0.0,0.0,0.0,0.14542654486814643
GENE_1278,0.0006579703313529247,0.0,0.0,0.0,0.14542600019001117
GENE_0793,0.0006578872986423944,0.0,0.0,0.0,0.14540764812396506
GENE_0352,0.0006574150741865974,0.0,0.0,0.0,0.14530327607172183
GENE_1952,0.0006572374420291699,0.0,0.0,0.0,0.14526401543498965
GENE_1460,0.0006571701443935232,0.0,0.0,0.0,0.14524914116861626
GENE_0806,0.000655802812306107,0.0,0.0,0.0,0.14494693052638938
GENE_1727,0.0006547419173283776,0.0,0.0,0.0,0.14471244926502974
GENE_1427,0.0006544312553034715,0.0,0.0,0.0,0.14464378608442685
GENE_1057,0.0006537457919849278,0.0,0.0,0.0,0.14449228352581178
GENE_1279,0.0006535771513332168,0.0,0.0,0.0,0.14445501021077137
GENE_1466,0.0006535768467988611,0.0,0.0,0.0,0.14445494290194122
GENE_1791,0.000652608602393878,0.0,0.0,0.0,0.14424093946696334
GENE_0902,0.000652511064844046,0.0,0.0,0.0,0.14421938151052596
GENE_1145,0.0006514675367831065,0.0,0.0,0.0,0.14398873872200324
GENE_1526,0.0006513840930367539,0.0,0.0,0.0,0.14397029580794662
GENE_0034,0.0006504425419717247,0.0,0.0,0.0,0.14376219219166306
GENE_1422,0.0006504392332468711,0.0,0.0,0.0,0.14376146089026806
GENE_0997,0.0006503478672857095,0.0,0.0,0.0,0.1437412669914673
GENE_0570,0.0006502264529365146,0.0,0.0,0.0,0.14371443173411946
GENE_0488,0.0006494254409745153,0.0,0.0,0.0,0.14353739036889804
GENE_0002,0.0006479333835812001,0.0,0.0,0.0,0.14320761267464
GENE_1124,0.0006477724403638488,0.0,0.0,0.0,0.1431720406628914
GENE_0769,0.0006475396879205759,0.0,0.0,0.0,0.14312059722350406
GENE_0071,0.0006471383561088571,0.0,0.0,0.0,0.14303189401403374
GENE_1293,0.0006471096677354986,0.0,0.0,0.0,0.1430255532488188
GENE_0785,0.0006468244640403536,0.0,0.0,0.0,0.1429625169223342
GENE_0921,0.0006464397421783954,0.0,0.0,0.0,0.14287748487924012
GENE_0964,0.0006461759934410861,0.0,0.0,0.0,0.14281919057310752
GENE_0717,0.000645926785075388,0.0,0.0,0.0,0.1427641100107927
GENE_1104,0.0006458087182414128,0.0,0.0,0.0,0.14273801462836902
GENE_0564,0.0006449438677970474,0.0,0.0,0.0,0.14254686354617963
GENE_1584,0.0006447596832970616,0.0,0.0,0.0,0.14250615469677777
GENE_0940,0.0006443418594391207,0.0,0.0,0.0,0.14241380638022166
GENE_1303,0.0006442302512179729,0.0,0.0,0.0,0.14238913849412344
GENE_0154,0.0006434400159517042,0.0,0.0,0.0,0.14221447901708248
GENE_0792,0.0006430129404882906,0.0,0.0,0.0,0.14212008589103406
GENE_1158,0.0006428383963665228,0.0,0.0,0.0,0.14208150777850248
GENE_0171,0.0006425894400694045,0.0,0.0,0.0,0.1420264829289206
GENE_0471,0.0006411528847116959,0.0,0.0,0.0,0.1417089724124608
GENE_0102,0.0006384176719776429,0.0,0.0,0.0,0.14110442988428296
GENE_1449,0.0006383495533372882,0.0,0.0,0.0,0.14108937415770514
GENE_0048,0.0006381842202720842,0.0,0.0,0.0,0.14105283189245993
GENE_0303,0.000638131327430861,0.0,0.0,0.0,0.14104114140434634
GENE_1108,0.0006374922794111971,0.0,0.0,0.0,0.14089989765367758
GENE_1820,0.0006373238384610457,0.0,0.0,0.0,0.14086266847710002
GENE_0114,0.0006368612666969068,0.0,0.0,0.0,0.14076042988326976
GENE_1887,0.0006366798769702159,0.0,0.0,0.0,0.14072033874059775
GENE_0679,0.0006356690106633862,0.0,0.0,0.0,0.1404969149223432
GENE_1385,0.0006353860766536514,0.0,0.0,0.0,0.14043438024654883
GENE_0205,0.000635150169750453,0.0,0.0,0.0,0.14038223960172855
GENE_1860,0.0006347289703317513,0.0,0.0,0.0,0.1402891452115633
GENE_1730,0.0006338069254303126,0.0,0.0,0.0,0.14008535288898832
GENE_0516,0.0006331621005471824,0.0,0.0,0.0,0.13994283232368593
GENE_1189,0.0006331186687055654,0.0,0.0,0.0,0.13993323292580084
GENE_0474,0.0006322862343799713,0.0,0.0,0.0,0.1397492465230354
GENE_0868,0.0006321010875509468,0.0,0.0,0.0,0.13970832497762536
GENE_0375,0.0006320179455893891,0.0,0.0,0.0,0.13968994876468518
GENE_1243,0.000631849189320318,0.0,0.0,0.0,0.13965264989565024
GENE_1960,0.0006315058872778299,0.0,0.0,0.0,0.13957677254903272
GENE_0611,0.0006308608638539602,0.0,0.0,0.0,0.13943420810183438
GENE_1605,0.0006306597403205378,0.0,0.0,0.0,0.13938975535128323
GENE_1664,0.0006298006374428313,0.0,0.0,0.0,0.13919987460848485
GENE_0499,0.0006294927861986017,0.0,0.0,0.0,0.1391318326725973
GENE_1953,0.0006287787766085993,0.0,0.0,0.0,0.13897402075643103
GENE_1972,0.0006280630235821748,0.0,0.0,0.0,0.1388158235022436
GENE_0338,0.0006278429720159969,0.0,0.0,0.0,0.13876718723768894
GENE_0663,0.0006277331267648562,0.0,0.0,0.0,0.1387429090069663
GENE_1321,0.0006274195687219076,0.0,0.0,0.0,0.1386736057423044
GENE_1632,0.0006271741846314784,0.0,0.0,0.0,0.13861937042943245
GENE_1647,0.0006269646229732884,0.0,0.0,0.0,0.13857305266662226
GENE_1532,0.0006268593496408862,0.0,0.0,0.0,0.1385497849310901
GENE_1852,0.0006267569430916656,0.0,0.0,0.0,0.13852715081806588
GENE_1296,0.0006263249395061878,0.0,0.0,0.0,0.1384316684680113
GENE_1624,0.0006259150195721652,0.0,0.0,0.0,0.13834106709350782
GENE_1531,0.0006254588846681059,0.0,0.0,0.0,0.1382402511881645
GENE_0530,0.0006247149244822452,0.0,0.0,0.0,0.1380758195276854
GENE_1815,0.0006241539404476704,0.0,0.0,0.0,0.13795182964481195
GENE_0783,0.0006238222524206886,0.0,0.0,0.0,0.13787851925257028
GENE_0623,0.0006232407086289498,0.0,0.0,0.0,0.13774998520849868
GENE_0493,0.000622304540488926,0.0,0.0,0.0,0.13754307133773336
GENE_0537,0.0006220109086235601,0.0,0.0,0.0,0.13747817219916475
GENE_0843,0.0006218761166106207,0.0,0.0,0.0,0.13744838018216146
GENE_0018,0.0006212636701951223,0.0,0.0,0.0,0.13731301597454817
GENE_0506,0.0006209207132238644,0.0,0.0,0.0,0.13723721489630689
GENE_1516,0.0006208247990929642,0.0,0.0,0.0,0.13721601575137
GENE_0230,0.0006198955211024835,0.0,0.0,0.0,0.13701062475609163
GENE_0263,0.0006188945417707329,0.0,0.0,0.0,0.13678938617806938
GENE_1913,0.0006180901859887102,0.0,0.0,0.0,0.13661160575464396
GENE_1047,0.0006173253602994014,0.0,0.0,0.0,0.13644256235627364
GENE_0294,0.0006164297098298268,0.0,0.0,0.0,0.1362446037870921
GENE_1230,0.0006162287251992716,0.0,0.0,0.0,0.13620018173714768
GENE_0362,0.0006148537856392552,0.0,0.0,0.0,0.13589628967516815
GENE_0281,0.0006145395645958476,0.0,0.0,0.0,0.13582683987273655
GENE_0642,0.0006141612991083204,0.0,0.0,0.0,0.1357432348312328
GENE_0672,0.000614102341709106,0.0,0.0,0.0,0.13573020394163066
GENE_0744,0.0006135402793987737,0.0,0.0,0.0,0.13560597573595895
GENE_0284,0.0006135062915103789,0.0,0.0,0.0,0.13559846366067432
GENE_1973,0.0006132761479081735,0.0,0.0,0.0,0.135547596832881
GENE_1329,0.0006117091794348097,0.0,0.0,0.0,0.1352012621325966
GENE_1847,0.000611584852319311,0.0,0.0,0.0,0.1351737830894535
GENE_1544,0.0006109979262862957,0.0,0.0,0.0,0.13504405945098288
GENE_0412,0.0006105570479407078,0.0,0.0,0.0,0.1349466155825984
GENE_1320,0.0006102526979642194,0.0,0.0,0.0,0.13487934750434386
GENE_0465,0.0006088937364396658,0.0,0.0,0.0,0.13457898694170026
GENE_0766,0.0006085785246107337,0.0,0.0,0.0,0.1345093181537476
GENE_1218,0.0006082807949277083,0.0,0.0,0.0,0.13444351330681598
GENE_1400,0.0006076051237050156,0.0,0.0,0.0,0.13429417501802468
GENE_1948,0.0006073136495623497,0.0,0.0,0.0,0.13422975278391033
GENE_1069,0.0006062476670299371,0.0,0.0,0.0,0.13399414706040844
GENE_0728,0.0006061825822158098,0.0,0.0,0.0,0.13397976187654737
